id,dengue
0_2022_01,1.08
0_2022_02,1.01
0_2022_03,1.02
0_2022_04,1.05
0_2022_05,1.08
0_2022_06,1.17
0_2022_07,1.2
0_2022_08,1.19
0_2022_09,1.24
0_2022_10,1.24
0_2022_11,1.2
0_2022_12,1.17
0_2022_13,1.25
0_2022_14,1.17
0_2022_15,1.15
0_2022_16,1.13
0_2022_17,1.14
0_2022_18,1.14
0_2022_19,1.14
0_2022_20,1.18
0_2022_21,1.17
0_2022_22,1.18
0_2022_23,1.15
0_2022_24,1.17
0_2022_25,1.14
0_2022_26,1.16
0_2022_27,1.18
0_2022_28,1.17
0_2022_29,1.19
0_2022_30,1.15
0_2022_31,1.22
0_2022_32,1.17
0_2022_33,1.16
0_2022_34,1.18
0_2022_35,1.15
0_2022_36,1.17
0_2022_37,1.04
0_2022_38,1.05
0_2022_39,1.08
0_2022_40,1.06
0_2022_41,1.01
0_2022_42,1.0
0_2022_43,1.05
0_2022_44,1.05
0_2022_45,1.06
0_2022_46,1.05
0_2022_47,1.07
0_2022_48,1.08
0_2022_49,1.1
0_2022_50,1.12
0_2022_51,1.13
0_2022_52,1.14
1_2022_01,0.38
1_2022_02,0.38
1_2022_03,0.37
1_2022_04,0.36
1_2022_05,0.35
1_2022_06,0.36
1_2022_07,0.37
1_2022_08,0.38
1_2022_09,0.39
1_2022_10,0.4
1_2022_11,0.39
1_2022_12,0.39
1_2022_13,0.44
1_2022_14,0.42
1_2022_15,0.41
1_2022_16,0.41
1_2022_17,0.4
1_2022_18,0.42
1_2022_19,0.43
1_2022_20,0.44
1_2022_21,0.43
1_2022_22,0.44
1_2022_23,0.46
1_2022_24,0.45
1_2022_25,0.47
1_2022_26,0.46
1_2022_27,0.46
1_2022_28,0.48
1_2022_29,0.48
1_2022_30,0.47
1_2022_31,0.48
1_2022_32,0.48
1_2022_33,0.46
1_2022_34,0.43
1_2022_35,0.43
1_2022_36,0.42
1_2022_37,0.43
1_2022_38,0.45
1_2022_39,0.44
1_2022_40,0.42
1_2022_41,0.41
1_2022_42,0.42
1_2022_43,0.43
1_2022_44,0.42
1_2022_45,0.43
1_2022_46,0.42
1_2022_47,0.42
1_2022_48,0.42
1_2022_49,0.42
1_2022_50,0.42
1_2022_51,0.42
1_2022_52,0.42
2_2022_01,0.3
2_2022_02,0.24
2_2022_03,0.22
2_2022_04,0.2
2_2022_05,0.19
2_2022_06,0.22
2_2022_07,0.25
2_2022_08,0.29
2_2022_09,0.27
2_2022_10,0.27
2_2022_11,0.25
2_2022_12,0.26
2_2022_13,0.27
2_2022_14,0.27
2_2022_15,0.27
2_2022_16,0.26
2_2022_17,0.26
2_2022_18,0.25
2_2022_19,0.27
2_2022_20,0.26
2_2022_21,0.27
2_2022_22,0.26
2_2022_23,0.27
2_2022_24,0.27
2_2022_25,0.28
2_2022_26,0.29
2_2022_27,0.28
2_2022_28,0.29
2_2022_29,0.28
2_2022_30,0.3
2_2022_31,0.31
2_2022_32,0.33
2_2022_33,0.31
2_2022_34,0.29
2_2022_35,0.29
2_2022_36,0.28
2_2022_37,0.29
2_2022_38,0.29
2_2022_39,0.3
2_2022_40,0.28
2_2022_41,0.28
2_2022_42,0.28
2_2022_43,0.29
2_2022_44,0.27
2_2022_45,0.29
2_2022_46,0.28
2_2022_47,0.28
2_2022_48,0.28
2_2022_49,0.28
2_2022_50,0.28
2_2022_51,0.28
2_2022_52,0.28
3_2022_01,0.91
3_2022_02,0.61
3_2022_03,0.56
3_2022_04,0.49
3_2022_05,0.48
3_2022_06,0.48
3_2022_07,0.48
3_2022_08,0.46
3_2022_09,0.45
3_2022_10,0.4
3_2022_11,0.35
3_2022_12,0.32
3_2022_13,0.37
3_2022_14,0.37
3_2022_15,0.31
3_2022_16,0.31
3_2022_17,0.3
3_2022_18,0.29
3_2022_19,0.31
3_2022_20,0.32
3_2022_21,0.32
3_2022_22,0.33
3_2022_23,0.32
3_2022_24,0.31
3_2022_25,0.32
3_2022_26,0.32
3_2022_27,0.31
3_2022_28,0.31
3_2022_29,0.31
3_2022_30,0.31
3_2022_31,0.33
3_2022_32,0.35
3_2022_33,0.31
3_2022_34,0.3
3_2022_35,0.32
3_2022_36,0.31
3_2022_37,0.34
3_2022_38,0.36
3_2022_39,0.35
3_2022_40,0.33
3_2022_41,0.34
3_2022_42,0.34
3_2022_43,0.4
3_2022_44,0.35
3_2022_45,0.41
3_2022_46,0.37
3_2022_47,0.35
3_2022_48,0.35
3_2022_49,0.36
3_2022_50,0.36
3_2022_51,0.36
3_2022_52,0.36
4_2022_01,0.51
4_2022_02,0.48
4_2022_03,0.45
4_2022_04,0.26
4_2022_05,0.23
4_2022_06,0.33
4_2022_07,0.36
4_2022_08,0.37
4_2022_09,0.38
4_2022_10,0.33
4_2022_11,0.28
4_2022_12,0.25
4_2022_13,0.38
4_2022_14,0.33
4_2022_15,0.31
4_2022_16,0.31
4_2022_17,0.31
4_2022_18,0.33
4_2022_19,0.38
4_2022_20,0.39
4_2022_21,0.39
4_2022_22,0.39
4_2022_23,0.42
4_2022_24,0.4
4_2022_25,0.41
4_2022_26,0.41
4_2022_27,0.41
4_2022_28,0.48
4_2022_29,0.42
4_2022_30,0.45
4_2022_31,0.5
4_2022_32,0.57
4_2022_33,0.49
4_2022_34,0.43
4_2022_35,0.41
4_2022_36,0.38
4_2022_37,0.44
4_2022_38,0.51
4_2022_39,0.48
4_2022_40,0.41
4_2022_41,0.41
4_2022_42,0.43
4_2022_43,0.49
4_2022_44,0.46
4_2022_45,0.53
4_2022_46,0.49
4_2022_47,0.48
4_2022_48,0.48
4_2022_49,0.49
4_2022_50,0.49
4_2022_51,0.49
4_2022_52,0.49
5_2022_01,0.83
5_2022_02,0.91
5_2022_03,1.23
5_2022_04,1.54
5_2022_05,1.41
5_2022_06,1.32
5_2022_07,1.29
5_2022_08,1.19
5_2022_09,1.11
5_2022_10,1.04
5_2022_11,1.06
5_2022_12,1.07
5_2022_13,1.2
5_2022_14,1.19
5_2022_15,1.14
5_2022_16,1.09
5_2022_17,1.06
5_2022_18,1.06
5_2022_19,1.13
5_2022_20,1.16
5_2022_21,1.18
5_2022_22,1.22
5_2022_23,1.23
5_2022_24,1.24
5_2022_25,1.26
5_2022_26,1.3
5_2022_27,1.31
5_2022_28,1.33
5_2022_29,1.32
5_2022_30,1.33
5_2022_31,1.32
5_2022_32,1.33
5_2022_33,1.33
5_2022_34,1.3
5_2022_35,1.29
5_2022_36,1.28
5_2022_37,1.26
5_2022_38,1.25
5_2022_39,1.2
5_2022_40,1.19
5_2022_41,1.19
5_2022_42,1.22
5_2022_43,1.3
5_2022_44,1.27
5_2022_45,1.32
5_2022_46,1.27
5_2022_47,1.24
5_2022_48,1.25
5_2022_49,1.25
5_2022_50,1.24
5_2022_51,1.24
5_2022_52,1.23
6_2022_01,0.31
6_2022_02,0.23
6_2022_03,0.22
6_2022_04,0.21
6_2022_05,0.23
6_2022_06,0.23
6_2022_07,0.24
6_2022_08,0.25
6_2022_09,0.24
6_2022_10,0.23
6_2022_11,0.26
6_2022_12,0.33
6_2022_13,0.36
6_2022_14,0.37
6_2022_15,0.37
6_2022_16,0.36
6_2022_17,0.36
6_2022_18,0.36
6_2022_19,0.39
6_2022_20,0.41
6_2022_21,0.44
6_2022_22,0.45
6_2022_23,0.45
6_2022_24,0.43
6_2022_25,0.43
6_2022_26,0.43
6_2022_27,0.41
6_2022_28,0.41
6_2022_29,0.4
6_2022_30,0.42
6_2022_31,0.42
6_2022_32,0.47
6_2022_33,0.44
6_2022_34,0.41
6_2022_35,0.42
6_2022_36,0.4
6_2022_37,0.39
6_2022_38,0.44
6_2022_39,0.42
6_2022_40,0.37
6_2022_41,0.36
6_2022_42,0.36
6_2022_43,0.42
6_2022_44,0.39
6_2022_45,0.42
6_2022_46,0.4
6_2022_47,0.39
6_2022_48,0.39
6_2022_49,0.39
6_2022_50,0.38
6_2022_51,0.38
6_2022_52,0.38
7_2022_01,0.62
7_2022_02,0.98
7_2022_03,1.16
7_2022_04,1.17
7_2022_05,1.29
7_2022_06,1.44
7_2022_07,1.38
7_2022_08,1.42
7_2022_09,1.49
7_2022_10,1.49
7_2022_11,1.51
7_2022_12,1.43
7_2022_13,1.64
7_2022_14,1.56
7_2022_15,1.53
7_2022_16,1.51
7_2022_17,1.52
7_2022_18,1.5
7_2022_19,1.57
7_2022_20,1.57
7_2022_21,1.58
7_2022_22,1.57
7_2022_23,1.61
7_2022_24,1.6
7_2022_25,1.61
7_2022_26,1.61
7_2022_27,1.59
7_2022_28,1.62
7_2022_29,1.57
7_2022_30,1.6
7_2022_31,1.62
7_2022_32,1.68
7_2022_33,1.55
7_2022_34,1.44
7_2022_35,1.43
7_2022_36,1.35
7_2022_37,1.46
7_2022_38,1.54
7_2022_39,1.63
7_2022_40,1.61
7_2022_41,1.66
7_2022_42,1.69
7_2022_43,1.73
7_2022_44,1.7
7_2022_45,1.74
7_2022_46,1.75
7_2022_47,1.75
7_2022_48,1.78
7_2022_49,1.8
7_2022_50,1.81
7_2022_51,1.82
